01072020;220;A;USD;5,3646;5,3651;1,0000;1,0000
02072020;220;A;USD;5,3022;5,3028;1,0000;1,0000
03072020;220;A;USD;5,3368;5,3374;1,0000;1,0000
06072020;220;A;USD;5,3079;5,3085;1,0000;1,0000
07072020;220;A;USD;5,3312;5,3318;1,0000;1,0000
08072020;220;A;USD;5,3476;5,3482;1,0000;1,0000
09072020;220;A;USD;5,2972;5,2978;1,0000;1,0000
10072020;220;A;USD;5,3434;5,3440;1,0000;1,0000
13072020;220;A;USD;5,3480;5,3486;1,0000;1,0000
14072020;220;A;USD;5,4282;5,4288;1,0000;1,0000
15072020;220;A;USD;5,3485;5,3491;1,0000;1,0000
16072020;220;A;USD;5,3554;5,3560;1,0000;1,0000
17072020;220;A;USD;5,3504;5,3510;1,0000;1,0000
20072020;220;A;USD;5,3629;5,3635;1,0000;1,0000
21072020;220;A;USD;5,2277;5,2283;1,0000;1,0000
22072020;220;A;USD;5,1105;5,1111;1,0000;1,0000
23072020;220;A;USD;5,1641;5,1647;1,0000;1,0000
24072020;220;A;USD;5,2140;5,2146;1,0000;1,0000
27072020;220;A;USD;5,1883;5,1889;1,0000;1,0000
28072020;220;A;USD;5,1771;5,1777;1,0000;1,0000
29072020;220;A;USD;5,1389;5,1395;1,0000;1,0000
30072020;220;A;USD;5,1831;5,1837;1,0000;1,0000
31072020;220;A;USD;5,2027;5,2033;1,0000;1,0000
03082020;220;A;USD;5,3069;5,3075;1,0000;1,0000
04082020;220;A;USD;5,3323;5,3329;1,0000;1,0000
05082020;220;A;USD;5,2754;5,2760;1,0000;1,0000
06082020;220;A;USD;5,3425;5,3431;1,0000;1,0000
07082020;220;A;USD;5,4221;5,4227;1,0000;1,0000
10082020;220;A;USD;5,3927;5,3933;1,0000;1,0000
11082020;220;A;USD;5,4279;5,4285;1,0000;1,0000
12082020;220;A;USD;5,4545;5,4551;1,0000;1,0000
13082020;220;A;USD;5,3795;5,3801;1,0000;1,0000
14082020;220;A;USD;5,3846;5,3852;1,0000;1,0000
17082020;220;A;USD;5,4491;5,4497;1,0000;1,0000
18082020;220;A;USD;5,4653;5,4659;1,0000;1,0000
19082020;220;A;USD;5,4900;5,4906;1,0000;1,0000
20082020;220;A;USD;5,6504;5,6510;1,0000;1,0000
21082020;220;A;USD;5,6058;5,6064;1,0000;1,0000
24082020;220;A;USD;5,5948;5,5954;1,0000;1,0000
25082020;220;A;USD;5,5991;5,5997;1,0000;1,0000
26082020;220;A;USD;5,5674;5,5680;1,0000;1,0000
27082020;220;A;USD;5,5950;5,5956;1,0000;1,0000
28082020;220;A;USD;5,4673;5,4679;1,0000;1,0000
31082020;220;A;USD;5,4707;5,4713;1,0000;1,0000
01092020;220;A;USD;5,3726;5,3732;1,0000;1,0000
02092020;220;A;USD;5,3735;5,3741;1,0000;1,0000
03092020;220;A;USD;5,3073;5,3079;1,0000;1,0000
04092020;220;A;USD;5,2842;5,2848;1,0000;1,0000
08092020;220;A;USD;5,3692;5,3698;1,0000;1,0000
09092020;220;A;USD;5,3018;5,3024;1,0000;1,0000
10092020;220;A;USD;5,2930;5,2936;1,0000;1,0000
11092020;220;A;USD;5,2848;5,2854;1,0000;1,0000
14092020;220;A;USD;5,2978;5,2984;1,0000;1,0000
15092020;220;A;USD;5,2722;5,2728;1,0000;1,0000
16092020;220;A;USD;5,2526;5,2532;1,0000;1,0000
17092020;220;A;USD;5,2587;5,2593;1,0000;1,0000
18092020;220;A;USD;5,2883;5,2889;1,0000;1,0000
21092020;220;A;USD;5,4434;5,4440;1,0000;1,0000
22092020;220;A;USD;5,4323;5,4329;1,0000;1,0000
23092020;220;A;USD;5,5305;5,5311;1,0000;1,0000
24092020;220;A;USD;5,5708;5,5714;1,0000;1,0000
25092020;220;A;USD;5,5661;5,5667;1,0000;1,0000
28092020;220;A;USD;5,5852;5,5858;1,0000;1,0000
29092020;220;A;USD;5,6521;5,6528;1,0000;1,0000
30092020;220;A;USD;5,6401;5,6407;1,0000;1,0000
01102020;220;A;USD;5,6435;5,6441;1,0000;1,0000
02102020;220;A;USD;5,6458;5,6464;1,0000;1,0000
05102020;220;A;USD;5,6293;5,6299;1,0000;1,0000
06102020;220;A;USD;5,5199;5,5205;1,0000;1,0000
07102020;220;A;USD;5,6012;5,6018;1,0000;1,0000
08102020;220;A;USD;5,6194;5,6200;1,0000;1,0000
09102020;220;A;USD;5,5387;5,5393;1,0000;1,0000
13102020;220;A;USD;5,5854;5,5859;1,0000;1,0000
14102020;220;A;USD;5,5669;5,5675;1,0000;1,0000
15102020;220;A;USD;5,6166;5,6172;1,0000;1,0000
16102020;220;A;USD;5,6220;5,6226;1,0000;1,0000
19102020;220;A;USD;5,6017;5,6023;1,0000;1,0000
20102020;220;A;USD;5,5824;5,5830;1,0000;1,0000
21102020;220;A;USD;5,6000;5,6006;1,0000;1,0000
22102020;220;A;USD;5,5814;5,5820;1,0000;1,0000
23102020;220;A;USD;5,6114;5,6120;1,0000;1,0000
26102020;220;A;USD;5,6322;5,6328;1,0000;1,0000
27102020;220;A;USD;5,6484;5,6491;1,0000;1,0000
28102020;220;A;USD;5,7319;5,7325;1,0000;1,0000
29102020;220;A;USD;5,7797;5,7803;1,0000;1,0000
30102020;220;A;USD;5,7712;5,7718;1,0000;1,0000
03112020;220;A;USD;5,6889;5,6895;1,0000;1,0000
04112020;220;A;USD;5,6926;5,6932;1,0000;1,0000
05112020;220;A;USD;5,5618;5,5624;1,0000;1,0000
06112020;220;A;USD;5,5307;5,5313;1,0000;1,0000
09112020;220;A;USD;5,2815;5,2821;1,0000;1,0000
10112020;220;A;USD;5,3690;5,3696;1,0000;1,0000
11112020;220;A;USD;5,4014;5,4020;1,0000;1,0000
12112020;220;A;USD;5,4088;5,4094;1,0000;1,0000
13112020;220;A;USD;5,4848;5,4854;1,0000;1,0000
16112020;220;A;USD;5,4192;5,4198;1,0000;1,0000
17112020;220;A;USD;5,3962;5,3968;1,0000;1,0000
18112020;220;A;USD;5,2926;5,2932;1,0000;1,0000
19112020;220;A;USD;5,3324;5,3330;1,0000;1,0000
20112020;220;A;USD;5,3499;5,3505;1,0000;1,0000
23112020;220;A;USD;5,3822;5,3828;1,0000;1,0000
24112020;220;A;USD;5,4031;5,4037;1,0000;1,0000
25112020;220;A;USD;5,3502;5,3508;1,0000;1,0000
26112020;220;A;USD;5,3195;5,3201;1,0000;1,0000
27112020;220;A;USD;5,3488;5,3494;1,0000;1,0000
30112020;220;A;USD;5,3311;5,3317;1,0000;1,0000
01122020;220;A;USD;5,2783;5,2789;1,0000;1,0000
02122020;220;A;USD;5,2261;5,2267;1,0000;1,0000
03122020;220;A;USD;5,1619;5,1625;1,0000;1,0000
04122020;220;A;USD;5,1700;5,1706;1,0000;1,0000
07122020;220;A;USD;5,1012;5,1018;1,0000;1,0000
08122020;220;A;USD;5,0914;5,0920;1,0000;1,0000
09122020;220;A;USD;5,1103;5,1109;1,0000;1,0000
10122020;220;A;USD;5,0846;5,0852;1,0000;1,0000
11122020;220;A;USD;5,0685;5,0691;1,0000;1,0000
14122020;220;A;USD;5,0572;5,0578;1,0000;1,0000
15122020;220;A;USD;5,0962;5,0968;1,0000;1,0000
16122020;220;A;USD;5,1051;5,1057;1,0000;1,0000
17122020;220;A;USD;5,0606;5,0612;1,0000;1,0000
18122020;220;A;USD;5,0980;5,0986;1,0000;1,0000
21122020;220;A;USD;5,1566;5,1572;1,0000;1,0000
22122020;220;A;USD;5,1467;5,1473;1,0000;1,0000
23122020;220;A;USD;5,1734;5,1740;1,0000;1,0000
24122020;220;A;USD;5,1785;5,1800;1,0000;1,0000
28122020;220;A;USD;5,2384;5,2390;1,0000;1,0000
29122020;220;A;USD;5,1936;5,1942;1,0000;1,0000
30122020;220;A;USD;5,1961;5,1967;1,0000;1,0000
31122020;220;A;USD;5,1961;5,1967;1,0000;1,0000
