03012022;220;A;USD;5,6303;5,6309;1,0000;1,0000
04012022;220;A;USD;5,6770;5,6776;1,0000;1,0000
05012022;220;A;USD;5,6622;5,6628;1,0000;1,0000
06012022;220;A;USD;5,7036;5,7042;1,0000;1,0000
07012022;220;A;USD;5,6747;5,6753;1,0000;1,0000
10012022;220;A;USD;5,6730;5,6736;1,0000;1,0000
11012022;220;A;USD;5,6345;5,6351;1,0000;1,0000
12012022;220;A;USD;5,5605;5,5611;1,0000;1,0000
13012022;220;A;USD;5,5240;5,5246;1,0000;1,0000
14012022;220;A;USD;5,5343;5,5349;1,0000;1,0000
17012022;220;A;USD;5,5052;5,5058;1,0000;1,0000
18012022;220;A;USD;5,5207;5,5213;1,0000;1,0000
19012022;220;A;USD;5,4972;5,4978;1,0000;1,0000
20012022;220;A;USD;5,4160;5,4166;1,0000;1,0000
21012022;220;A;USD;5,4395;5,4401;1,0000;1,0000
24012022;220;A;USD;5,4904;5,4910;1,0000;1,0000
25012022;220;A;USD;5,4965;5,4971;1,0000;1,0000
26012022;220;A;USD;5,4318;5,4324;1,0000;1,0000
27012022;220;A;USD;5,3806;5,3812;1,0000;1,0000
28012022;220;A;USD;5,3948;5,3954;1,0000;1,0000
31012022;220;A;USD;5,3568;5,3574;1,0000;1,0000
01022022;220;A;USD;5,2804;5,2810;1,0000;1,0000
02022022;220;A;USD;5,2950;5,2956;1,0000;1,0000
03022022;220;A;USD;5,3019;5,3025;1,0000;1,0000
04022022;220;A;USD;5,3278;5,3284;1,0000;1,0000
07022022;220;A;USD;5,2907;5,2913;1,0000;1,0000
08022022;220;A;USD;5,2693;5,2699;1,0000;1,0000
09022022;220;A;USD;5,2729;5,2735;1,0000;1,0000
10022022;220;A;USD;5,2095;5,2101;1,0000;1,0000
11022022;220;A;USD;5,1981;5,1987;1,0000;1,0000
14022022;220;A;USD;5,2100;5,2106;1,0000;1,0000
15022022;220;A;USD;5,1875;5,1881;1,0000;1,0000
16022022;220;A;USD;5,1624;5,1630;1,0000;1,0000
17022022;220;A;USD;5,1559;5,1565;1,0000;1,0000
18022022;220;A;USD;5,1333;5,1339;1,0000;1,0000
21022022;220;A;USD;5,0991;5,0997;1,0000;1,0000
22022022;220;A;USD;5,0605;5,0611;1,0000;1,0000
23022022;220;A;USD;5,0137;5,0143;1,0000;1,0000
24022022;220;A;USD;5,1168;5,1174;1,0000;1,0000
25022022;220;A;USD;5,1388;5,1394;1,0000;1,0000
02032022;220;A;USD;5,1341;5,1347;1,0000;1,0000
03032022;220;A;USD;5,0473;5,0479;1,0000;1,0000
04032022;220;A;USD;5,0752;5,0758;1,0000;1,0000
07032022;220;A;USD;5,0573;5,0579;1,0000;1,0000
